Asic,Accounting/Finance,Age-Derived,All-Positions,Arizona State University,Avg. Tenure (before SanDisk),Job Hop,California State University,Computers,Degree Level,Degree Progam Rollup,Design,Director-VP-Mgmt,Engineer Type 1,Engineer Type,Engineer,Firmware,Gender,India,Indian Institute of Technology,Israel,Marketing/Sales,Number of Records,Other 1,Other 2,Other,Position level,Predict2,San Jose State University,SanDisk Position Change (from prior role),SanDisk Position,SanDisk Tenure,Santa Clara University,Software,Stanford University,Systems,Technion - Israel Institute of Technology,Total Experience,Total Other Job Experience,Total Other Jobs,Total SanDisk Jobs,Total SanDisk and Other Jobs,USA,USC,University Region,University of California,University of Illinois,University,Year,Id,Rf
0,0,29,Engineer-Design,0,0.167123288,0-1,0,0,Masters,Engineering,1,0,USA,Design,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,5.671232877,0,0,0,0,0,6,0.167123288,1,3,4,1,0,Americas,0,1,University of Illinois,2012,181827,0.044754032
0,0,29,Engineer-Design,0,0,0-1,0,0,Masters,Engineering,1,0,USA,Design,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,7.547945205,0,0,0,0,0,8,0.167123288,0,4,4,1,0,Americas,0,1,University of Illinois,2012,181827,0.044754032
0,0,28,Engineer-Other,0,0,0-1,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Engineer,5.04109589,1,0,0,0,0,5,0,0,2,2,1,0,Americas,0,0,Santa Clara University,2012,11092,0.147785789
0,0,26,Engineer-Other,0,1.917808219,1-2,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Low,1,Promo,Engineer,6.882191781,0,0,0,0,0,16,9.589041096,5,4,9,1,0,Americas,0,0,San Jose State University,2012,182478,0.010959581
1,0,39,Engineer-ASIC,0,0,0-1,0,0,Masters,Engineering,0,0,USA,ASIC,1,0,Men,0,0,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,14.46027397,1,0,0,0,0,18,3.583561644,0,5,5,1,0,Americas,0,0,Santa Clara University,2012,183775,0.007865848
0,0,27,Engineer-Other,0,5.504109589,4-5,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,Management,Low,0,Promo,Engineer,7.090410959,1,0,0,0,0,18,11.00821918,2,2,4,1,0,Americas,0,0,Santa Clara University,2012,183533,0.104993372
0,0,27,Engineer-Other,0,5.504109589,4-5,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,Management,Low,0,Promo,Engineer,7.090410959,1,0,0,0,0,19,11.00821918,2,2,4,1,0,Americas,0,0,Santa Clara University,2012,183533,0.104993372
0,0,33,Engineer-Systems,0,3.504109589,3-4,0,0,Masters,Engineering,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,7.095890411,0,0,0,1,0,11,3.504109589,1,2,3,1,0,Americas,0,0,Other,2012,190543,0.117800509
0,0,36,Engineer-Systems,0,2.501369863,2-3,0,0,Masters,Engineering,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,8.254794521,0,0,1,1,0,18,10.00547945,4,6,10,1,0,Americas,0,0,Stanford University,2012,182363,0.000830124
0,1,26,Accounting/Finance,0,0,0-1,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Finance,4.62739726,0,0,0,0,0,7,2,0,4,4,1,1,Americas,0,0,USC,2012,182964,0.070857866
0,1,27,Accounting/Finance,0,1,1-2,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Finance,5.794520548,0,0,0,0,0,7,1,1,5,6,1,0,Americas,1,0,University of California,2012,182963,0.071462441
0,0,61,Other,0,4.756164384,4-5,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Management,Low,0,Promo,Other,19.01369863,1,0,0,0,0,24,4.756164384,1,2,3,1,0,Americas,0,0,Santa Clara University,2012,183683,0.101704721
0,0,61,Other,0,4.756164384,4-5,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Management,Low,0,Promo,Other,19.01369863,1,0,0,0,0,24,4.756164384,1,2,3,1,0,Americas,0,0,Santa Clara University,2012,183683,0.101704721
0,0,22,Engineer-Systems,0,0,0-1,0,0,Missing,Computers,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,35.10958904,0,0,0,1,0,35,0,0,4,4,1,0,Americas,0,0,Other,2012,186287,0.002216984
0,0,51,Other,0,6.753424658,6-7,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,Low,0,Promo,Other,15.34520548,0,0,0,0,0,22,6.753424658,1,4,5,1,0,Americas,1,0,University of California,2012,183625,0.009461666
0,0,51,Other,0,6.753424658,6-7,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,Low,0,Promo,Other,15.34520548,0,0,0,0,0,22,6.753424658,1,4,5,1,0,Americas,1,0,University of California,2012,183625,0.009461666
0,0,42,Engineer-Director-VP-Mgmt,0,0.978767123,0-1,0,0,Bachelors,Engineering,0,1,India,Director-VP-Mgmt,1,0,Men,1,0,0,0,1,0,0,0,Director,Low,0,Promo,Engineer,15.05479452,0,0,0,0,0,19,3.915068493,4,6,10,0,0,India,0,0,Other,2013,183992,0.000617098
1,0,35,Engineer-ASIC,0,5.087671233,4-5,0,0,Bachelors,Engineering,0,0,India,ASIC,1,0,Men,1,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,11.67671233,0,0,0,0,0,17,5.087671233,1,3,4,0,0,India,0,0,Other,2013,185887,0.107271347
0,0,44,Computers,0,3.315068493,3-4,0,1,Bachelors,Engineering,0,0,India,Other,0,0,Men,1,0,0,0,1,1,0,0,VP,Low,0,Promo,IT,10.50958904,0,0,0,0,0,24,13.26027397,4,3,7,0,0,India,0,0,Other,2013,186087,0.048796404
0,0,33,Engineer-Design,0,1.419178082,1-2,0,0,Masters,Computers,1,0,India,Design,1,0,Men,1,1,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,8.424657534,0,0,0,0,0,10,1.419178082,1,2,3,0,0,India,0,0,Indian Institute of Technology,2013,185999,0.119992108
0,0,33,Engineer-Design,0,1.419178082,1-2,0,0,Masters,Computers,1,0,India,Design,1,0,Men,1,1,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,8.424657534,0,0,0,0,0,10,1.419178082,1,2,3,0,0,India,0,0,Indian Institute of Technology,2013,185999,0.119992108
0,0,37,Engineer-Design,0,16.0109589,8+,0,0,Masters,Engineering,1,0,India,Design,1,0,Men,1,1,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,7.665753425,0,0,0,0,0,40,32.02191781,2,3,5,0,0,India,0,0,Indian Institute of Technology,2013,185869,0.019991182
0,0,30,Other,0,0,0-1,0,0,Missing,Other,0,0,India,Other,0,0,Men,1,0,0,0,1,1,0,1,Management,Low,0,Promo,Other,6.334246575,0,0,0,0,0,8,2.002739726,0,4,4,0,0,India,0,0,Other,2013,185902,0.066934137
0,0,36,Computers,0,17.0109589,8+,0,1,Bachelors,Computers,0,0,Israel,Other,0,0,Men,0,0,1,0,1,1,0,0,Director,Low,0,Promo,IT,7.594520548,0,0,0,0,1,25,17.0109589,1,2,3,0,0,Israel,0,0,Technion - Israel Institute of Technology,2013,186000,0.097164117
0,0,36,Computers,0,17.0109589,8+,0,1,Bachelors,Computers,0,0,Israel,Other,0,0,Men,0,0,1,0,1,1,0,0,Director,Low,0,Promo,IT,7.594520548,0,0,0,0,1,25,17.0109589,1,2,3,0,0,Israel,0,0,Technion - Israel Institute of Technology,2013,186000,0.097164117
0,0,25,Other,0,0,0-1,0,0,Masters,Business,0,0,Israel,Other,0,0,Men,0,0,1,0,1,1,0,1,Management,Low,0,Promo,Other,6.087671233,0,0,0,0,0,6,0,0,3,3,0,0,Israel,0,0,Other,2013,183842,0.065573658
0,0,31,Engineer-Director-VP-Mgmt,0,3.626027397,3-4,0,0,Masters,Engineering,0,1,Israel,Director-VP-Mgmt,1,0,Men,0,0,1,0,1,0,0,0,VP,Low,0,Promo,Engineer,7.591780822,0,0,0,0,0,22,14.50410959,4,4,8,0,0,Israel,0,0,Other,2013,186011,0.009971263
0,0,31,Engineer-Director-VP-Mgmt,0,3.626027397,3-4,0,0,Masters,Engineering,0,1,Israel,Director-VP-Mgmt,1,0,Men,0,0,1,0,1,0,0,0,VP,Low,0,Promo,Engineer,7.591780822,0,0,0,0,0,22,14.50410959,4,4,8,0,0,Israel,0,0,Other,2013,186011,0.009971263
0,0,28,Other,0,2.920547945,2-3,0,0,Bachelors,Business,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,IC,Low,0,Promo,Other,7.084931507,0,0,0,0,0,10,2.920547945,1,4,5,0,0,EMEA,0,0,Other,2013,195124,0.016179075
0,0,43,Marketing/Sales,0,3.709589041,3-4,0,0,Bachelors,Computers,0,0,Other,Other,0,0,Men,0,0,0,1,1,1,1,0,Director,Low,0,Promo,Marketing/Sales,14.17808219,0,0,0,0,0,22,7.419178082,2,4,6,0,0,APAC,0,0,Other,2013,186140,0.011190566
0,0,35,Engineer-Firmware,0,4.832876712,4-5,0,0,Bachelors,Engineering,0,0,Other,Firmware,1,1,Men,0,0,0,0,1,0,1,0,Management,Low,0,Promo,Engineer,7.967123288,0,0,0,0,0,13,4.832876712,1,4,5,0,0,APAC,0,0,Other,2013,10553,0.038469997
0,0,31,Other,0,0,0-1,0,0,Bachelors,Engineering,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,Management,Low,0,Promo,Other,4.915068493,0,0,0,0,0,9,3.835616438,0,4,4,0,0,EMEA,0,0,Other,2013,185913,0.067993253
0,0,33,Marketing/Sales,0,4.079452055,4-5,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,1,1,1,1,0,Director,Low,0,Promo,Marketing/Sales,14.76438356,0,0,0,0,0,19,4.079452055,1,3,4,0,0,EMEA,0,0,Other,2013,185989,0.034831608
0,0,33,Marketing/Sales,0,4.079452055,4-5,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,1,1,1,1,0,Director,Low,0,Promo,Marketing/Sales,14.76438356,0,0,0,0,0,19,4.079452055,1,3,4,0,0,EMEA,0,0,Other,2013,185989,0.034831608
0,0,41,Marketing/Sales,0,3.087671233,3-4,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,1,1,1,1,0,Director,Low,0,Promo,Marketing/Sales,10.70684932,0,0,0,0,0,17,6.175342466,2,4,6,0,0,Unknown,0,0,Other,2013,181580,0.013968001
0,0,30,Engineer-Other,0,1.584246575,1-2,0,0,Missing,Other,0,0,Other,Other,1,0,Men,0,0,0,0,1,1,1,0,IC,Low,0,Promo,Engineer,6.128767123,0,0,0,0,0,12,6.336986301,4,2,6,0,0,Unknown,0,0,Other,2013,181696,0.132258524
0,0,42,Engineer-Director-VP-Mgmt,0,3.55890411,3-4,0,0,Missing,Other,0,1,Other,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,1,0,Management,Low,0,Promo,Engineer,7.210958904,0,0,0,0,0,18,10.67671233,3,2,5,0,0,Unknown,0,0,Other,2013,183743,0.122200761
0,0,35,Engineer-Software,0,2.602191781,2-3,0,0,Bachelors,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,3.706849315,0,1,0,0,0,17,13.0109589,5,2,7,1,0,Americas,0,0,Other,2013,170511,0.147082847
0,0,35,Engineer-Software,0,2.602191781,2-3,0,0,Bachelors,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,3.706849315,0,1,0,0,0,17,13.0109589,5,2,7,1,0,Americas,0,0,Other,2013,170511,0.147082847
0,0,24,Engineer-Other,0,5.334246575,4-5,0,0,Bachelors,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Low,1,Promo,Engineer,3.545205479,0,0,0,0,0,9,5.334246575,1,2,3,1,0,Americas,0,0,San Jose State University,2013,182697,0.125499215
0,0,30,Engineer-Software,0,1.087671233,1-2,0,0,Bachelors,Engineering,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,5.336986301,0,1,0,0,0,6,1.087671233,1,2,3,1,0,Americas,0,0,Other,2013,181675,0.140595649
0,0,61,Engineer-Other,0,20.01369863,8+,0,0,Bachelors,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,Management,Low,0,Promo,Engineer,10.00821918,0,0,0,0,0,30,20.01369863,1,2,3,1,0,Americas,0,0,Other,2013,197072,0.056377500
0,0,41,Other,0,2.111415525,2-3,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,Low,0,Promo,Other,10.8,0,0,0,0,0,17,6.334246575,3,4,7,1,0,Americas,0,0,Other,2013,183870,0.014547051
0,0,41,Other,0,2.111415525,2-3,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,Low,0,Promo,Other,10.8,0,0,0,0,0,17,6.334246575,3,4,7,1,0,Americas,0,0,Other,2013,183870,0.014547051
0,0,42,Engineer-Director-VP-Mgmt,0,0,0-1,0,0,Doctorate,Engineering,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Low,0,Promo,Engineer,18.92328767,0,0,0,0,0,19,0,0,2,2,1,0,Americas,0,0,Other,2013,48522,0.076084625
0,0,42,Engineer-Director-VP-Mgmt,0,0,0-1,0,0,Doctorate,Engineering,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Low,0,Promo,Engineer,19.46575342,0,0,0,0,0,19,0,0,3,3,1,0,Americas,0,0,Other,2013,48522,0.076084625
0,0,29,Engineer-Other,0,0.583561644,0-1,0,0,Doctorate,Other,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Engineer,6.712328767,0,0,0,0,0,7,0.583561644,1,2,3,1,0,Americas,0,0,Other,2013,10971,0.133130637
0,0,29,Engineer-Other,0,0.583561644,0-1,0,0,Doctorate,Other,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Engineer,6.712328767,0,0,0,0,0,7,0.583561644,1,2,3,1,0,Americas,0,0,Other,2013,10971,0.133130637
0,0,28,Engineer-Other,0,0,0-1,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Engineer,5.04109589,1,0,0,0,0,5,0,0,2,2,1,0,Americas,0,0,Santa Clara University,2013,11092,0.147785789
0,0,28,Engineer-Other,0,0,0-1,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Engineer,5.04109589,1,0,0,0,0,5,0,0,2,2,1,0,Americas,0,0,Santa Clara University,2013,11092,0.147785789
0,0,26,Engineer-Other,0,1.917808219,1-2,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Low,1,Promo,Engineer,6.882191781,0,0,0,0,0,16,9.589041096,5,4,9,1,0,Americas,0,0,San Jose State University,2013,182478,0.010959581
1,0,39,Engineer-ASIC,0,3.583561644,3-4,0,0,Masters,Engineering,0,0,USA,ASIC,1,0,Men,0,0,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,12.42191781,1,0,0,0,0,16,3.583561644,1,4,5,1,0,Americas,0,0,Santa Clara University,2013,183775,0.007865848
0,0,32,Engineer-Other,0,0.501369863,0-1,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,Management,Low,0,Promo,Engineer,9.019178082,0,0,0,0,0,10,0.501369863,1,4,5,1,1,Americas,0,0,USC,2013,185952,0.010692051
0,0,32,Engineer-Other,0,0.501369863,0-1,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,Management,Low,0,Promo,Engineer,9.019178082,0,0,0,0,0,10,0.501369863,1,4,5,1,1,Americas,0,0,USC,2013,185952,0.010692051
0,0,33,Engineer-Systems,0,3.504109589,3-4,0,0,Masters,Engineering,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,7.095890411,0,0,0,1,0,11,3.504109589,1,2,3,1,0,Americas,0,0,Other,2013,190543,0.117800509
0,0,36,Engineer-Systems,0,2.501369863,2-3,0,0,Masters,Engineering,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,8.254794521,0,0,1,1,0,18,10.00547945,4,6,10,1,0,Americas,0,0,Stanford University,2013,182363,0.000830124
0,1,27,Accounting/Finance,0,1,1-2,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Finance,3.917808219,0,0,0,0,0,5,1,1,3,4,1,0,Americas,1,0,University of California,2013,182963,0.071462441
0,1,26,Accounting/Finance,0,2,2-3,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Finance,3.169863014,0,0,0,0,0,5,2,1,3,4,1,1,Americas,0,0,USC,2013,182964,0.070857866
0,0,25,Engineer-Systems,0,1.334246575,1-2,0,0,Missing,Business,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,7.671232877,0,0,1,1,0,9,1.334246575,1,5,6,1,0,Americas,0,0,Stanford University,2013,183896,0.003030198
0,0,25,Engineer-Systems,0,1.33,1-2,0,0,Missing,Business,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,9.547945205,0,0,1,1,0,11,1.334246575,1,7,8,1,0,Americas,0,0,Stanford University,2013,183896,0.003030198
0,0,22,Engineer-Systems,0,0,0-1,0,0,Missing,Computers,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,37.10958904,0,0,0,1,0,37,0,0,5,5,1,0,Americas,0,0,Other,2013,186287,0.002216984
0,0,42,Engineer-Director-VP-Mgmt,0,0.978767123,0-1,0,0,Bachelors,Engineering,0,1,India,Director-VP-Mgmt,1,0,Men,1,0,0,0,1,0,0,0,Director,Low,0,Promo,Engineer,15.05479452,0,0,0,0,0,19,3.915068493,4,6,10,0,0,India,0,0,Other,2014,183992,0.000617098
0,0,42,Engineer-Director-VP-Mgmt,0,0.978767123,0-1,0,0,Bachelors,Engineering,0,1,India,Director-VP-Mgmt,1,0,Men,1,0,0,0,1,0,0,0,Director,Low,0,Promo,Engineer,15.05479452,0,0,0,0,0,19,3.915068493,4,6,10,0,0,India,0,0,Other,2014,183992,0.000617098
1,0,35,Engineer-ASIC,0,5.087671233,4-5,0,0,Bachelors,Engineering,0,0,India,ASIC,1,0,Men,1,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,11.67671233,0,0,0,0,0,17,5.087671233,1,3,4,0,0,India,0,0,Other,2014,185887,0.107271347
0,0,44,Computers,0,3.315068493,3-4,0,1,Bachelors,Engineering,0,0,India,Other,0,0,Men,1,0,0,0,1,1,0,0,VP,Low,0,Promo,IT,10.50958904,0,0,0,0,0,24,13.26027397,4,3,7,0,0,India,0,0,Other,2014,186087,0.048796404
0,0,33,Engineer-Design,0,0,0-1,0,0,Masters,Computers,1,0,India,Design,1,0,Men,1,1,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,9.263013699,0,0,0,0,0,11,1.419178082,0,3,3,0,0,India,0,0,Indian Institute of Technology,2014,185999,0.119992108
0,0,37,Engineer-Design,0,16.0109589,8+,0,0,Masters,Engineering,1,0,India,Design,1,0,Men,1,1,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,7.665753425,0,0,0,0,0,40,32.02191781,2,3,5,0,0,India,0,0,Indian Institute of Technology,2014,185869,0.019991182
0,0,30,Other,0,0,0-1,0,0,Missing,Other,0,0,India,Other,0,0,Men,1,0,0,0,1,1,0,1,Management,Low,0,Promo,Other,6.334246575,0,0,0,0,0,8,2.002739726,0,4,4,0,0,India,0,0,Other,2014,185902,0.066934137
0,0,36,Computers,0,17.0109589,8+,0,1,Bachelors,Computers,0,0,Israel,Other,0,0,Men,0,0,1,0,1,1,0,0,Director,Low,0,Promo,IT,7.594520548,0,0,0,0,1,25,17.0109589,1,2,3,0,0,Israel,0,0,Technion - Israel Institute of Technology,2014,186000,0.097164117
0,0,27,Engineer-Other,0,1.419178082,1-2,0,0,Bachelors,Engineering,0,0,Israel,Other,1,0,Men,0,0,1,0,1,1,0,0,Management,Low,0,Promo,Engineer,5.293150685,0,0,0,0,0,7,1.419178082,1,2,3,0,0,Israel,0,0,Other,2014,183672,0.136972999
0,0,28,Engineer-Other,0,0,0-1,0,0,Bachelors,Engineering,0,0,Israel,Other,1,0,Men,0,0,1,0,1,1,0,0,Management,Low,0,Promo,Engineer,7.95890411,0,0,0,0,0,13,5.002739726,0,3,3,0,0,Israel,0,0,Other,2014,181879,0.111226180
0,0,26,Engineer-Firmware,0,4.254794521,4-5,0,0,Masters,Business,0,0,Israel,Firmware,1,1,Men,0,0,1,0,1,0,0,0,Management,Low,0,Promo,Engineer,10.29589041,0,0,0,0,0,15,4.254794521,1,3,4,0,0,Israel,0,0,Other,2014,183634,0.027974051
0,0,31,Engineer-Director-VP-Mgmt,0,3.626027397,3-4,0,0,Masters,Engineering,0,1,Israel,Director-VP-Mgmt,1,0,Men,0,0,1,0,1,0,0,0,VP,Low,0,Promo,Engineer,7.591780822,0,0,0,0,0,22,14.50410959,4,4,8,0,0,Israel,0,0,Other,2014,186011,0.009971263
0,0,28,Other,0,0,0-1,0,0,Bachelors,Business,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,IC,Low,0,Promo,Other,7.832876712,0,0,0,0,0,11,2.920547945,0,5,5,0,0,EMEA,0,0,Other,2014,195124,0.016179075
0,0,39,Engineer-Other,0,0,0-1,0,0,Bachelors,Engineering,0,0,Other,Other,1,0,Men,0,0,0,0,1,1,1,0,IC,Low,0,Promo,Engineer,7.052054795,0,0,0,0,0,17,9.920547945,0,4,4,0,0,APAC,0,0,Other,2014,183537,0.121918294
0,0,31,Other,0,0,0-1,0,0,Bachelors,Engineering,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,Management,Low,0,Promo,Other,4.915068493,0,0,0,0,0,9,3.835616438,0,4,4,0,0,EMEA,0,0,Other,2014,185913,0.067993253
0,1,33,Accounting/Finance,0,4.079452055,4-5,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,0,Director,Low,0,Promo,Finance,14.76438356,0,0,0,0,0,19,4.079452055,1,3,4,0,0,EMEA,0,0,Other,2014,185989,0.034831608
0,0,39,Marketing/Sales,0,2.034520548,2-3,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,1,1,1,1,0,Director,Low,0,Promo,Marketing/Sales,6.62739726,0,0,0,0,0,17,10.17260274,5,4,9,0,0,APAC,0,0,Other,2014,183559,0.066395235
0,0,41,Marketing/Sales,0,3.087671233,3-4,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,1,1,1,1,0,Director,Low,0,Promo,Marketing/Sales,10.70684932,0,0,0,0,0,17,6.175342466,2,4,6,0,0,Unknown,0,0,Other,2014,181580,0.013968001
0,0,28,Engineer-Design,0,0,0-1,0,0,Missing,Other,1,0,Other,Design,1,0,Men,0,0,0,0,1,0,1,0,IC,Low,0,Promo,Engineer,8.630136986,0,0,0,0,0,9,0,0,2,2,0,0,Unknown,0,0,Other,2014,182130,0.122908876
0,0,30,Engineer-Other,0,1.584246575,1-2,0,0,Missing,Other,0,0,Other,Other,1,0,Men,0,0,0,0,1,1,1,0,IC,Low,0,Promo,Engineer,6.128767123,0,0,0,0,0,12,6.336986301,4,2,6,0,0,Unknown,0,0,Other,2014,181696,0.132258524
0,0,42,Engineer-Director-VP-Mgmt,0,3.55890411,3-4,0,0,Missing,Other,0,1,Other,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,1,0,Management,Low,0,Promo,Engineer,7.210958904,0,0,0,0,0,18,10.67671233,3,2,5,0,0,Unknown,0,0,Other,2014,183743,0.122200761
0,0,51,Marketing/Sales,0,9.006849315,8+,0,0,Bachelors,Business,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Director,Low,0,Promo,Marketing/Sales,8.463013699,0,0,0,0,0,26,18.01369863,2,2,4,1,0,Americas,0,0,Other,2014,183591,0.140360171
0,0,56,Other,0,9.008219178,8+,0,0,Bachelors,Business,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,Low,1,Promo,Other,13.63287671,0,0,0,0,0,23,9.008219178,1,2,3,1,0,Americas,0,0,San Jose State University,2014,183517,0.109982965
0,0,40,Engineer-Director-VP-Mgmt,0,0,0-1,0,0,Bachelors,Engineering,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Low,0,Promo,Engineer,9.295890411,0,0,0,0,0,18,9.175342466,0,3,3,1,0,Americas,1,0,University of California,2014,182237,0.091597000
0,0,24,Engineer-Other,0,5.334246575,4-5,0,0,Bachelors,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Low,1,Promo,Engineer,3.545205479,0,0,0,0,0,9,5.334246575,1,2,3,1,0,Americas,0,0,San Jose State University,2014,182697,0.125499215
0,0,30,Engineer-Software,0,1.087671233,1-2,0,0,Bachelors,Engineering,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,5.336986301,0,1,0,0,0,6,1.087671233,1,2,3,1,0,Americas,0,0,Other,2014,181675,0.140595649
0,0,41,Other,0,2.111415525,2-3,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,Low,0,Promo,Other,10.8,0,0,0,0,0,17,6.334246575,3,4,7,1,0,Americas,0,0,Other,2014,183870,0.014547051
0,0,42,Engineer-Director-VP-Mgmt,0,0,0-1,0,0,Doctorate,Engineering,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Low,0,Promo,Engineer,18.92328767,0,0,0,0,0,19,0,0,2,2,1,0,Americas,0,0,Other,2014,48522,0.076084625
0,0,34,Other,0,3.273972603,3-4,0,0,Masters,Business,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,Low,0,Promo,Other,8.709589041,0,0,0,0,0,22,13.09589041,4,3,7,1,0,Americas,1,0,University of California,2014,183468,0.051268900
0,0,34,Other,0,3.273972603,3-4,0,0,Masters,Business,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,Low,0,Promo,Other,8.709589041,0,0,0,0,0,22,13.09589041,4,3,7,1,0,Americas,1,0,University of California,2014,183468,0.051268900
0,0,39,Engineer-Director-VP-Mgmt,0,0,0-1,0,0,Masters,Computers,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Low,0,Promo,Engineer,15.46849315,0,0,0,0,0,17,1.495890411,0,7,7,1,1,Americas,0,0,USC,2014,183526,0.000648470
